Date,Open,High,Low,Close,Adj Close,Volume,Tiempo
05/07/13,57.580002,57.970001,57.330002,57.93,52.061333,1097400,0
08/07/13,58.040001,58.59,57.849998,57.860001,51.998428,1180100,1
09/07/13,58.080002,58.459999,57.709999,58.029999,52.151203,1134800,2
10/07/13,58.029999,58.529999,57.939999,58.43,52.510681,2120700,3
11/07/13,58.91,59.43,58.849998,59.049999,53.067875,1836100,4
12/07/13,59.049999,59.75,58.860001,59.540001,53.508224,1353300,5
15/07/13,59.490002,59.619999,59.130001,59.169998,53.175713,1353600,6
16/07/13,59.099998,59.580002,59.029999,59.32,53.310516,1448700,7
17/07/13,59.330002,59.59,59.099998,59.419998,53.400391,894100,8
18/07/13,59.369999,59.5,59,59.360001,53.34647,1222700,9
19/07/13,59.459999,60.080002,59.240002,59.849998,53.786831,2248800,10
22/07/13,59.73,59.950001,59.419998,59.869999,53.804802,2566900,11
23/07/13,59.75,60.689999,59.75,59.98,53.90366,2138100,12
24/07/13,56.41,56.880001,53.880001,56.040001,50.362801,7396700,13
25/07/13,55.950001,55.98,54.189999,54.25,48.754143,5029600,14
26/07/13,53.919998,54.34,53.619999,54.259998,48.763134,3245000,15
29/07/13,54.02,54.459999,53.740002,54.009998,48.538464,2143500,16
30/07/13,54.23,54.630001,53.900002,54.349998,48.844006,2568400,17
31/07/13,54.560001,55.259998,54.130001,54.830002,49.275383,2434000,18
01/08/13,55.07,55.400002,54.919998,55.32,49.715744,1417200,19
02/08/13,55.32,56.130001,55.150002,56.02,50.344833,1742500,20
05/08/13,55.799999,56.119999,55.639999,56.099998,50.416721,1190600,21
06/08/13,55.919998,56.52,55.84,56.400002,50.686333,1656500,22
07/08/13,56.189999,56.52,56.049999,56.48,50.758221,1679100,23
08/08/13,56.599998,57.16,56.259998,57.130001,51.342381,1721100,24
09/08/13,56.84,57.540001,56.84,57.360001,51.54908,1534500,25
12/08/13,57.049999,57.560001,56.799999,57.439999,51.620975,1898100,26
13/08/13,57.389999,57.939999,57.32,57.84,51.980453,1406500,27
14/08/13,57.68,57.959999,57.619999,57.709999,51.863625,1392900,28
15/08/13,57.099998,57.099998,56.52,56.959999,51.189606,3299600,29
16/08/13,57.310001,57.459999,56.900002,57.150002,51.360359,2011800,30
19/08/13,56.970001,57.52,56.939999,57.09,51.306431,1518600,31
20/08/13,56.959999,57.139999,56.849998,57.049999,51.270489,1913300,32
21/08/13,56.860001,57,55.779999,56.060001,50.380787,3258900,33
22/08/13,56.049999,56.450001,55.939999,56.330002,50.62344,1435500,34
23/08/13,56.490002,56.84,56.310001,56.740002,50.991894,1100300,35
26/08/13,56.59,57.060001,56.529999,56.549999,50.821136,1001500,36
27/08/13,56.029999,56.349998,55.700001,56.119999,50.4347,1720600,37
28/08/13,56.119999,56.599998,56.119999,56.389999,50.677338,1308900,38
29/08/13,56.259998,56.43,55.970001,56.189999,50.497604,1372400,39
30/08/13,56.16,56.209999,55.849998,56.009998,50.33585,1408800,40
03/09/13,56.380001,57,56.040001,56.279999,50.578491,1749400,41
04/09/13,56.220001,56.380001,55.959999,56.080002,50.398754,2384900,42
05/09/13,55.93,56.59,55.93,56.169998,50.479641,1457900,43
06/09/13,56.169998,56.810001,55.799999,56.470001,50.749245,1894600,44
09/09/13,56.630001,58,56.630001,57.59,51.755783,2370800,45
10/09/13,57.759998,58,57.139999,57.369999,51.558075,1794000,46
11/09/13,56.990002,57.32,56.639999,57.25,51.729752,1096500,47
12/09/13,57.349998,58,57.290001,57.5,51.955635,2043800,48
13/09/13,57.439999,57.529999,57.150002,57.459999,51.919502,1042300,49
16/09/13,58.060001,58.16,57.77,57.810001,52.235744,2050300,50
17/09/13,57.759998,58.290001,57.759998,58.279999,52.660427,1547200,51
18/09/13,58.25,59.380001,58.099998,59.259998,53.545937,2663700,52
19/09/13,59.220001,59.919998,59.200001,59.689999,53.934471,2588000,53
20/09/13,59.93,60.77,59.880001,60.389999,54.566967,8420000,54
23/09/13,60.16,60.389999,60.049999,60.369999,54.548901,1655200,55
24/09/13,60.23,60.23,59.919998,59.990002,54.205555,2714000,56
25/09/13,59.799999,60.119999,59.529999,59.849998,54.079044,1617800,57
26/09/13,59.869999,60.099998,59.709999,59.869999,54.097122,990700,58
27/09/13,59.740002,59.919998,59.549999,59.75,53.988689,838700,59
30/09/13,59.290001,59.610001,59.150002,59.380001,53.654377,1420600,60
01/10/13,59.419998,60.889999,59.240002,60.889999,55.018768,2788000,61
02/10/13,60.52,60.720001,60.150002,60.700001,54.847088,2405500,62
03/10/13,60.48,60.790001,60.34,60.560001,54.720589,1954300,63
04/10/13,60.369999,61.240002,60.16,61.139999,55.244656,1978700,64
07/10/13,60.66,61.57,60.529999,60.889999,55.018768,1531300,65
08/10/13,60.869999,60.91,59.57,59.619999,53.871223,1569900,66
09/10/13,59.82,59.889999,58.93,59.389999,53.663406,1362400,67
10/10/13,59.950001,60.610001,59.849998,60.610001,54.765766,1133300,68
11/10/13,60.380001,60.84,60.310001,60.52,54.684437,1046200,69
14/10/13,60.259998,61.130001,59.950001,61.029999,55.145256,1405400,70
15/10/13,60.709999,61,60.459999,60.490002,54.657333,1677900,71
16/10/13,60.73,61,60.43,60.709999,54.856117,2014900,72
17/10/13,60.400002,60.970001,60.25,60.919998,55.045876,1988900,73
18/10/13,60.990002,61.09,60.650002,60.810001,54.94648,2562300,74
21/10/13,60.880001,61.200001,60.82,61.18,55.280796,1885700,75
22/10/13,61,61.189999,60.209999,60.43,54.603115,3228100,76
23/10/13,61.68,66.389999,60.68,62.400002,56.383171,8847300,77
24/10/13,62.299999,62.799999,62.080002,62.509998,56.482552,1802000,78
25/10/13,62.650002,63.060001,62.419998,62.990002,56.916271,1523800,79
28/10/13,63,63.110001,62.330002,62.439999,56.419308,1261600,80
29/10/13,62.790001,63.060001,62.52,62.73,56.681355,930000,81
30/10/13,62.689999,62.790001,61.950001,62.25,56.247635,1121200,82
31/10/13,62.310001,62.98,62.080002,62.52,56.491596,1167700,83
01/11/13,62.68,62.849998,61.990002,62.389999,56.374119,1199100,84
04/11/13,62.400002,62.880001,62.400002,62.709999,56.663269,1125300,85
05/11/13,62.580002,63,62.52,62.68,56.636173,807400,86
06/11/13,62.889999,63.200001,62.610001,62.650002,56.60907,1144500,87
07/11/13,62.849998,63.419998,62.439999,62.490002,56.464493,1602100,88
08/11/13,62.599998,63.169998,62.599998,63.119999,57.033733,1172000,89
11/11/13,63,63.689999,62.939999,63.509998,57.386139,1031900,90
12/11/13,63.509998,64.25,63.419998,64.239998,58.045746,1192000,91
13/11/13,64,64.480003,63.799999,64.449997,58.235493,1213200,92
14/11/13,64.410004,64.970001,64.269997,64.580002,58.352962,1086500,93
15/11/13,64.809998,65.790001,64.730003,65.57,59.247501,1500800,94
18/11/13,65.489998,65.790001,65.190002,65.419998,59.111961,1208600,95
19/11/13,65.300003,65.5,64.550003,64.610001,58.380074,1120000,96
20/11/13,64.790001,65.07,64.510002,64.580002,58.352962,1300300,97
21/11/13,64.849998,65.459999,64.690002,65.410004,59.102936,1468500,98
22/11/13,65.389999,65.949997,65.160004,65.879997,59.527615,743900,99
25/11/13,65.830002,66.139999,65.599998,65.790001,59.446297,721200,100
26/11/13,65.849998,65.989998,65.220001,65.57,59.247501,1914700,101
27/11/13,65.650002,65.959999,65.339996,65.5,59.18425,1204600,102
29/11/13,65.589996,66.290001,65.330002,65.879997,59.527615,764600,103
02/12/13,65.75,66.129997,65.43,65.660004,59.328831,928600,104
03/12/13,65.379997,65.839996,65,65.790001,59.446297,927600,105
04/12/13,65.370003,65.699997,64.629997,64.93,58.669212,1357400,106
05/12/13,64.75,65.57,64.699997,65.230003,58.940292,1084800,107
06/12/13,65.589996,66.330002,65.410004,66.18,59.798679,1131900,108
09/12/13,66.019997,66.260002,65.650002,65.790001,59.446297,923100,109
10/12/13,65.510002,66.089996,65.129997,65.410004,59.102936,1431100,110
11/12/13,64.830002,65.419998,64.550003,64.599998,58.648987,1150900,111
12/12/13,64.400002,65.099998,64.209999,64.860001,58.885033,1334700,112
13/12/13,64.849998,65.230003,64.610001,65.050003,59.057549,1233600,113
16/12/13,65.050003,65.5,64.839996,65.360001,59.338985,1154900,114
17/12/13,65.089996,65.790001,64.839996,65.519997,59.484238,1175100,115
18/12/13,65.440002,66.169998,64.989998,66.160004,60.065285,1015300,116
19/12/13,66.059998,66.349998,65.82,65.849998,59.783825,2152300,117
20/12/13,65.650002,66.080002,65.589996,65.610001,59.565945,3196500,118
23/12/13,66,66.879997,65.660004,66.779999,60.628162,1744500,119
24/12/13,66.529999,67.279999,66.5,67.099998,60.918682,538500,120
26/12/13,67.089996,67.489998,66.940002,67.18,60.991322,861100,121
27/12/13,67.120003,67.610001,67.029999,67.330002,61.127502,599800,122
30/12/13,67.110001,67.669998,67.110001,67.25,61.054871,590900,123
31/12/13,67.18,67.639999,67.150002,67.5,61.281841,647800,124
02/01/14,67.370003,67.489998,65.839996,66.330002,60.21962,1101600,125
03/01/14,66.489998,66.639999,66.160004,66.199997,60.101601,801600,126
06/01/14,66.470001,66.669998,65.910004,65.919998,59.847389,1033000,127
07/01/14,65.919998,66.480003,65.739998,66.190002,60.092525,1010300,128
08/01/14,66.239998,66.339996,65.800003,65.989998,59.910938,900700,129
09/01/14,66.160004,66.660004,66.080002,66.5,60.37397,954600,130
10/01/14,66.68,66.690002,65.889999,66.150002,60.056202,2491200,131
13/01/14,66.160004,66.739998,65.32,65.489998,59.456993,1224100,132
14/01/14,65.82,66.440002,65.760002,66.349998,60.237778,836400,133
15/01/14,66.389999,66.480003,65.540001,65.620003,59.575035,1992000,134
16/01/14,65.699997,65.980003,65.529999,65.809998,59.747513,1012100,135
17/01/14,66.169998,66.669998,65.910004,66.099998,60.010796,1907000,136
21/01/14,66.889999,67.690002,66.769997,67.110001,60.927776,2300600,137
22/01/14,63.84,65.669998,62.68,64.510002,58.567287,4388000,138
23/01/14,64.68,65.419998,64.559998,65.339996,59.320816,2821300,139
24/01/14,65.160004,65.160004,64.419998,64.419998,58.485573,1698800,140
27/01/14,64.540001,64.879997,64.129997,64.43,58.494656,987800,141
28/01/14,64.440002,64.730003,64.110001,64.339996,58.412933,1431500,142
29/01/14,63.990002,64.639999,63.77,63.98,58.086105,1474300,143
30/01/14,64.730003,65.199997,64.550003,64.910004,58.930439,1178200,144
31/01/14,64.120003,64.330002,63.740002,63.799999,57.922688,2110700,145
03/02/14,63.900002,63.98,62.669998,62.720001,56.942177,1394300,146
04/02/14,63,63.310001,62.619999,62.990002,57.187305,916500,147
05/02/14,62.91,63.110001,62.5,62.889999,57.096523,1118000,148
06/02/14,63.099998,63.470001,63.009998,63.400002,57.559532,862700,149
07/02/14,63.599998,64.620003,63.43,64.599998,58.648987,1290100,150
10/02/14,64.589996,65.129997,64.32,65.080002,59.084782,1096100,151
11/02/14,65.190002,65.400002,64.779999,65.029999,59.039379,1200700,152
12/02/14,65.07,65.849998,65.07,65.779999,59.720291,1086600,153
13/02/14,65.309998,65.809998,65.309998,65.669998,59.62043,639200,154
14/02/14,65.68,65.809998,65.529999,65.610001,59.565945,592200,155
18/02/14,65.790001,65.989998,65.559998,65.779999,59.720291,690000,156
19/02/14,65.589996,65.760002,64.919998,64.93,58.948586,826100,157
20/02/14,64.989998,65.279999,64.589996,65.220001,59.211868,994900,158
21/02/14,65.550003,65.82,65,65.019997,59.0303,797900,159
24/02/14,64.949997,65.550003,64.839996,64.959999,58.97583,766000,160
25/02/14,65.010002,65.529999,64.889999,65.099998,59.102924,795700,161
26/02/14,65.139999,65.540001,64.669998,65.449997,59.420685,957000,162
27/02/14,65.190002,65.910004,65.019997,65.900002,59.829247,853400,163
28/02/14,65.93,66.339996,65.769997,66.199997,60.101601,2038200,164
03/03/14,65.800003,66.120003,65.389999,65.980003,59.901867,896700,165
04/03/14,66.32,67.5,66.290001,66.760002,60.610016,1632000,166
05/03/14,66.589996,66.739998,66.18,66.330002,60.21962,821800,167
06/03/14,66.400002,66.790001,66.32,66.57,60.437515,687200,168
07/03/14,66.699997,66.949997,66.440002,66.639999,60.501064,628800,169
10/03/14,66.540001,66.660004,66.129997,66.43,60.310413,724600,170
11/03/14,66.5,66.57,65.970001,66.080002,59.992653,843200,171
12/03/14,62.790001,65.389999,62.470001,65.019997,59.308537,1469000,172
13/03/14,65.059998,65.169998,64.110001,64.209999,58.569679,1242900,173
14/03/14,63.84,64.139999,63.490002,63.669998,58.077114,1142300,174
17/03/14,64.059998,65.139999,63.889999,65.080002,59.36327,1278600,175
18/03/14,65.120003,66.089996,65.099998,65.720001,59.947048,1053200,176
19/03/14,65.739998,66.370003,65.309998,65.699997,59.928799,912900,177
20/03/14,65.459999,66.949997,65.260002,66.660004,60.804478,1051800,178
21/03/14,67.209999,67.339996,66.470001,66.809998,60.941299,2518200,179
24/03/14,66.800003,66.870003,65.830002,66.050003,60.248055,1021700,180
25/03/14,66.269997,66.68,65.769997,66.18,60.366642,834900,181
26/03/14,66.449997,66.769997,65.139999,65.160004,59.436245,1121700,182
27/03/14,64.790001,65.139999,63.98,64.360001,58.706512,1151600,183
28/03/14,64.540001,64.82,64.150002,64.300003,58.651787,752800,184
31/03/14,64.519997,64.970001,64.209999,64.290001,58.642662,1063400,185
01/04/14,64.400002,64.980003,64.169998,64.910004,59.208202,1067900,186
02/04/14,64.959999,65.519997,64.779999,65.099998,59.381504,844500,187
03/04/14,64.830002,65.599998,64.75,65.089996,59.372387,1072500,188
04/04/14,65.279999,65.599998,64.220001,64.260002,58.615299,1281600,189
07/04/14,64.080002,64.690002,64.080002,64.43,58.77037,1215900,190
08/04/14,64.32,65.290001,64.209999,64.949997,59.244678,1511400,191
09/04/14,65,65.449997,64.849998,65.260002,59.527447,1019500,192
10/04/14,65.260002,65.360001,63.900002,63.990002,58.369011,920500,193
11/04/14,63.700001,64.43,63.32,63.389999,57.821716,905300,194
14/04/14,63.73,63.970001,63.259998,63.779999,58.177452,843400,195
15/04/14,65.099998,65.099998,62.84,63.369999,57.803467,6307100,196
16/04/14,63.52,63.52,62.200001,63.23,57.67577,2453100,197
17/04/14,63.07,63.27,62.07,63.150002,57.602802,2666500,198
21/04/14,62.91,62.91,62.080002,62.509998,57.019012,1428300,199
22/04/14,62.5,63.52,62.25,63.27,57.712261,2119800,200
23/04/14,63.380001,63.630001,62.639999,63.290001,57.730499,1530400,201
24/04/14,63.610001,63.77,62.919998,63,57.465981,1280800,202
25/04/14,62.869999,62.950001,62.200001,62.5,57.009892,1083800,203
28/04/14,63.07,63.48,62.23,62.639999,57.137604,2031600,204
29/04/14,63,63.669998,62.709999,63.43,57.858208,1152700,205
30/04/14,63.43,63.779999,63.060001,63.580002,57.995026,1574500,206
01/05/14,60.18,62.740002,59.919998,62.650002,57.146721,4819100,207
02/05/14,62.540001,65.879997,62.369999,65.510002,59.755478,5733900,208
05/05/14,65.059998,67.389999,65.019997,66.150002,60.339264,7600300,209
06/05/14,65.790001,66.919998,65.589996,66.400002,60.567303,5453100,210
07/05/14,66.260002,67.260002,66.120003,67.139999,61.242306,2506600,211
08/05/14,66.93,67.879997,66.830002,67.379997,61.46122,1968900,212
09/05/14,67.360001,67.669998,66.82,67.260002,61.351768,1928600,213
12/05/14,67.370003,68.099998,67.370003,67.800003,61.844341,1274400,214
13/05/14,67.730003,68.330002,67.510002,67.75,61.798721,1453800,215
14/05/14,67.629997,67.940002,67.160004,67.199997,61.297039,1159300,216
15/05/14,67.330002,67.449997,66.199997,66.339996,60.512581,1859300,217
16/05/14,66.419998,66.5,65.839996,66.300003,60.476093,4270700,218
19/05/14,66.239998,67.07,66.080002,66.879997,61.005138,1604600,219
20/05/14,66.889999,66.989998,66.150002,66.519997,60.676769,3607900,220
21/05/14,66.779999,67.18,66.690002,66.889999,61.014278,944200,221
22/05/14,66.279999,66.949997,66.040001,66.629997,60.777115,1613800,222
23/05/14,66.68,67.18,66.510002,67,61.114605,2423600,223
27/05/14,67.190002,67.290001,66.980003,67.019997,61.132843,1699600,224
28/05/14,67.120003,67.18,66.910004,66.93,61.050755,1766500,225
29/05/14,67.050003,67.099998,66.900002,66.910004,61.032516,1259000,226
30/05/14,67.059998,67.779999,66.870003,67.419998,61.497734,3006400,227
02/06/14,67.379997,67.75,67.209999,67.400002,61.479469,1296400,228
03/06/14,66.940002,67.470001,66.82,66.860001,60.986912,1481900,229
04/06/14,66.629997,67.25,66.610001,67.230003,61.324413,1232700,230
05/06/14,67.230003,67.709999,67.089996,67.169998,61.269676,1651800,231
06/06/14,67.309998,67.730003,67.239998,67.660004,61.716629,1282400,232
09/06/14,67.529999,67.970001,67.529999,67.669998,61.725754,1130300,233
10/06/14,67.739998,67.959999,67.5,67.699997,61.753124,1305000,234
11/06/14,67.339996,67.5,66.849998,66.93,61.3316,1017800,235
12/06/14,66.839996,67.029999,66.290001,66.459999,60.900906,1310000,236
13/06/14,66.699997,67.089996,66.629997,66.779999,61.194145,695400,237
16/06/14,66.709999,67.129997,66.660004,66.720001,61.139168,962000,238
17/06/14,66.610001,66.910004,66.529999,66.639999,61.065853,712700,239
18/06/14,66.75,66.889999,66.519997,66.620003,61.047539,1191100,240
19/06/14,66.610001,67.07,66.610001,67.059998,61.450726,1285100,241
20/06/14,67.239998,67.5,66.949997,67.07,61.459892,2179700,242
23/06/14,67.040001,67.32,66.910004,67.099998,61.48737,817200,243
24/06/14,66.940002,67.190002,66.699997,66.730003,61.148331,987400,244
25/06/14,66.610001,66.610001,66.269997,66.550003,60.983379,905100,245
26/06/14,66.68,66.68,66.160004,66.559998,60.992546,575100,246
27/06/14,66.330002,66.849998,66.050003,66.779999,61.194145,3307400,247
30/06/14,66.889999,66.970001,66.510002,66.57,61.001709,2656500,248
01/07/14,66.900002,67.269997,66.839996,66.959999,61.359089,2449700,249
02/07/14,66.760002,67.080002,66.68,67.019997,61.414063,942500,250
03/07/14,67.220001,67.480003,67.059998,67.410004,61.771446,553500,251
07/07/14,67.18,67.559998,67.18,67.239998,61.615654,939700,252
08/07/14,66.970001,67.209999,65.980003,66.269997,60.726803,2590300,253
09/07/14,66.370003,66.68,66.239998,66.580002,61.010872,1173800,254
10/07/14,66.099998,66.599998,65.949997,66.449997,60.891735,935800,255
11/07/14,66.32,66.370003,65.900002,66,60.479378,978800,256
14/07/14,66.029999,66.519997,66.010002,66.080002,60.552692,1079600,257
15/07/14,66.220001,66.440002,65.019997,65.489998,60.012039,2549600,258
16/07/14,65.709999,65.980003,65.57,65.669998,60.176983,1612600,259
17/07/14,65.480003,65.650002,64.910004,64.940002,59.508049,1475700,260
18/07/14,65.260002,65.68,65.07,65.489998,60.012039,1842900,261
21/07/14,65.449997,65.879997,65.300003,65.739998,60.241135,1259800,262
22/07/14,65.940002,66.419998,65.800003,66.050003,60.525208,1104400,263
23/07/14,66.080002,66.089996,65.669998,65.769997,60.268623,914100,264
24/07/14,66,66.029999,65.529999,65.610001,60.122005,1192700,265
25/07/14,65.440002,65.449997,64.919998,65,59.563034,792100,266
28/07/14,64.959999,65.360001,64.779999,65.209999,59.755459,757900,267
29/07/14,65.32,65.489998,64.720001,64.739998,59.324772,1141900,268
30/07/14,64.989998,65.07,64.580002,64.830002,59.407253,1015100,269
31/07/14,64.519997,64.610001,63.59,63.68,58.353443,1617700,270
01/08/14,63.799999,64.190002,63.549999,63.82,58.481739,1130100,271
04/08/14,63.799999,64.349998,63.599998,64.110001,58.747471,2604200,272
05/08/14,61.52,62.759998,60.540001,61.389999,56.254993,3399900,273
06/08/14,61.02,61.439999,60.57,61.209999,56.090054,3200700,274
07/08/14,61.25,62.299999,61.189999,61.25,56.126705,2258100,275
08/08/14,61.380001,62.209999,61.209999,62.189999,56.988075,1499600,276
11/08/14,62.240002,62.299999,61.709999,61.73,56.566547,948800,277
12/08/14,61.73,61.84,61.25,61.639999,56.484081,1229200,278
13/08/14,61.830002,62.310001,61.709999,62.029999,56.841454,1658500,279
14/08/14,62.119999,62.169998,61.450001,61.52,56.374111,1451000,280
15/08/14,61.830002,61.869999,60.689999,61,55.897614,2979600,281
18/08/14,61.310001,61.619999,60.790001,60.810001,55.723507,4838800,282
19/08/14,60.880001,61.619999,60.880001,61.369999,56.23666,2702000,283
20/08/14,61.32,61.799999,61.259998,61.639999,56.484081,1419200,284
21/08/14,61.540001,61.759998,61.360001,61.700001,56.539066,1578800,285
22/08/14,61.68,61.689999,61.209999,61.23,56.108376,1482100,286
25/08/14,61.52,61.599998,60.990002,61.02,55.915943,1194300,287
26/08/14,61.139999,61.18,60.220001,60.299999,55.256168,2413500,288
27/08/14,60.299999,60.540001,59.459999,59.68,54.688023,2108100,289
28/08/14,59.41,59.599998,59.220001,59.369999,54.403954,1992900,290
29/08/14,59.540001,59.630001,59.029999,59.400002,54.43145,2113700,291
02/09/14,59.310001,59.439999,58.860001,59.009998,54.074074,2270900,292
03/09/14,58.970001,59.18,58.740002,58.939999,54.009926,2255600,293
04/09/14,58.970001,59.150002,58.860001,58.98,54.046574,2950500,294
05/09/14,58.91,59.110001,58.610001,58.889999,53.964111,2447700,295
08/09/14,58.880001,61.130001,58.73,61.02,55.915943,11481100,296
09/09/14,60.880001,61.189999,60.450001,61.080002,55.970921,2577800,297
10/09/14,61.099998,61.41,61.009998,61.220001,56.099213,1766900,298
11/09/14,60.740002,61.240002,60.68,61.220001,56.412514,1117300,299
12/09/14,61.110001,61.73,60.880001,61.540001,56.70739,2069600,300
15/09/14,61.599998,61.599998,61.189999,61.419998,56.596806,1838200,301
16/09/14,61.27,61.860001,61.27,61.689999,56.845596,1476400,302
17/09/14,61.720001,62.099998,61.650002,61.91,57.048321,2275200,303
18/09/14,61.959999,62.150002,61.630001,62.040001,57.168129,1952400,304
19/09/14,62.240002,62.43,61.549999,61.880001,57.020679,2332500,305
22/09/14,61.689999,61.93,61.150002,61.68,56.836391,1479200,306
23/09/14,61.529999,61.77,61.369999,61.57,56.735023,1491900,307
24/09/14,61.459999,61.869999,61.220001,61.799999,56.946964,1765300,308
25/09/14,61.73,62.419998,61.459999,62.240002,57.352406,2384200,309
26/09/14,62.27,63.450001,62.259998,63.419998,58.439747,3410400,310
29/09/14,62.959999,63.32,62.52,63.18,58.218597,2216600,311
30/09/14,63.18,63.419998,63,63.279999,58.310745,1635500,312
01/10/14,63.380001,63.380001,62.27,62.34,57.444557,3382100,313
02/10/14,62.060001,62.200001,60.860001,61.029999,56.237438,2723200,314
03/10/14,61.080002,61.48,60.639999,61.299999,56.486221,1798400,315
06/10/14,61.299999,61.709999,61.139999,61.5,56.670521,1399500,316
07/10/14,61.23,61.540001,60.470001,60.470001,55.721405,1467300,317
08/10/14,60.41,61.639999,60.130001,61.580002,56.744244,1810200,318
09/10/14,61.349998,61.700001,60.380001,60.459999,55.712196,1427200,319
